"FACEID","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","TITLEIMAGE","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","DELFLAG","VIDEOID","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","FRAMEINDEX","SCORE","RECT","ACTORID","SCORESUM"
13556280,,,,,,,,,"","",,,,84826,"","",,100290,"0.610140","345, 189, 53, 69",135576,""
13556281,,,,,,,,,"","",,,,84826,"","",,100300,"0.570668","370, 191, 50, 65",135576,""
13556282,,,,,,,,,"","",,,,84826,"","",,100310,"0.574541","397, 196, 48, 65",135576,""
13556283,,,,,,,,,"","",,,,84826,"","",,100320,"0.586515","392, 194, 49, 72",135576,""
13556284,,,,,,,,,"","",,,,84826,"","",,100340,"0.944214","311, 177, 158, 210",135576,""
13556285,,,,,,,,,"","",,,,84826,"","",,100350,"0.955094","314, 181, 156, 205",135576,""
13556286,,,,,,,,,"","",,,,84826,"","",,100360,"0.968714","316, 178, 157, 207",135576,""
13556287,,,,,,,,,"","",,,,84826,"","",,100370,"0.955841","321, 181, 155, 203",135576,""
13556288,,,,,,,,,"","",,,,84826,"","",,100380,"0.966361","322, 182, 156, 204",135576,""
13556289,,,,,,,,,"","",,,,84826,"","",,100390,"0.957568","327, 182, 152, 200",135576,""
13556290,,,,,,,,,"","",,,,84826,"","",,100400,"0.898387","667, 184, 148, 202",4569,""
13556291,,,,,,,,,"","",,,,84826,"","",,100410,"0.881475","662, 178, 150, 203",4569,""
13556292,,,,,,,,,"","",,,,84826,"","",,100430,"0.899976","663, 178, 152, 201",4569,""
13556293,,,,,,,,,"","",,,,84826,"","",,100450,"0.891553","669, 193, 150, 199",4569,""
13556294,,,,,,,,,"","",,,,84826,"","",,100460,"0.619666","499, 170, 64, 99",135576,""
13556295,,,,,,,,,"","",,,,84826,"","",,100470,"0.612697","488, 182, 60, 83",135576,""
13556296,,,,,,,,,"","",,,,84826,"","",,100480,"0.669055","482, 182, 74, 99",135576,""
13556297,,,,,,,,,"","",,,,84826,"","",,100520,"0.805422","412, 173, 119, 155",1937,""
13556298,,,,,,,,,"","",,,,84826,"","",,100540,"0.801155","512, 260, 117, 153",1937,""
13556299,,,,,,,,,"","",,,,84826,"","",,100550,"0.795140","441, 190, 119, 154",1937,""
13556300,,,,,,,,,"","",,,,84826,"","",,100560,"0.854479","405, 197, 170, 209",135576,""
13556301,,,,,,,,,"","",,,,84826,"","",,100570,"0.828212","532, 176, 174, 217",135576,""
13556302,,,,,,,,,"","",,,,84826,"","",,100580,"0.858388","643, 156, 176, 240",135576,""
13556303,,,,,,,,,"","",,,,84826,"","",,100590,"0.834680","724, 180, 166, 221",135576,""
13556304,,,,,,,,,"","",,,,84826,"","",,100700,"0.600103","839, 127, 228, 258",135576,""
13556305,,,,,,,,,"","",,,,84826,"","",,100710,"0.837797","527, 181, 203, 243",1937,""
13556306,,,,,,,,,"","",,,,84826,"","",,100720,"0.820827","556, 187, 206, 245",1937,""
13556307,,,,,,,,,"","",,,,84826,"","",,100730,"0.711796","563, 223, 187, 233",1937,""
13556308,,,,,,,,,"","",,,,84826,"","",,100740,"0.765214","488, 202, 174, 212",1937,""
13556309,,,,,,,,,"","",,,,84826,"","",,100750,"0.767014","458, 217, 185, 222",1937,""
13556310,,,,,,,,,"","",,,,84826,"","",,100800,"0.834145","576, 222, 177, 228",135576,""
13556311,,,,,,,,,"","",,,,84826,"","",,100810,"0.846799","562, 226, 168, 216",135576,""
13556312,,,,,,,,,"","",,,,84826,"","",,100820,"0.876740","570, 209, 170, 218",135576,""
13556313,,,,,,,,,"","",,,,84826,"","",,100830,"0.864030","576, 200, 180, 230",135576,""
13556314,,,,,,,,,"","",,,,84826,"","",,100840,"0.560302","676, 174, 54, 73",135576,""
13556315,,,,,,,,,"","",,,,84826,"","",,100860,"0.523051","690, 188, 54, 67",135576,""
13556316,,,,,,,,,"","",,,,84826,"","",,100870,"0.602490","699, 196, 56, 74",135576,""
13556317,,,,,,,,,"","",,,,84826,"","",,100880,"0.667289","699, 192, 55, 73",135576,""
13556318,,,,,,,,,"","",,,,84826,"","",,100890,"0.609516","686, 190, 57, 70",135576,""
13556319,,,,,,,,,"","",,,,84826,"","",,100890,"0.518914","522, 183, 53, 82",1937,""
13556320,,,,,,,,,"","",,,,84826,"","",,100900,"0.568202","684, 182, 57, 70",135576,""
13556321,,,,,,,,,"","",,,,84826,"","",,100910,"0.673878","679, 177, 57, 75",135576,""
13556322,,,,,,,,,"","",,,,84826,"","",,100920,"0.624093","684, 174, 55, 69",135576,""
13556323,,,,,,,,,"","",,,,84826,"","",,100930,"0.592613","674, 176, 60, 82",135576,""
13556324,,,,,,,,,"","",,,,84826,"","",,100940,"0.581956","669, 176, 58, 81",135576,""
13556325,,,,,,,,,"","",,,,84826,"","",,100940,"0.546113","524, 187, 51, 79",1937,""
13556326,,,,,,,,,"","",,,,84826,"","",,100950,"0.643749","663, 178, 57, 78",135576,""
13556327,,,,,,,,,"","",,,,84826,"","",,100960,"0.754807","479, 199, 206, 258",1937,""
13556328,,,,,,,,,"","",,,,84826,"","",,100970,"0.751689","496, 221, 183, 220",1937,""
13556329,,,,,,,,,"","",,,,84826,"","",,100980,"0.733126","473, 198, 215, 265",1937,""
13556330,,,,,,,,,"","",,,,84826,"","",,100990,"0.739181","474, 198, 192, 248",1937,""
13556331,,,,,,,,,"","",,,,84826,"","",,101000,"0.748830","473, 200, 201, 257",1937,""
13556332,,,,,,,,,"","",,,,84826,"","",,101010,"0.729395","465, 194, 209, 264",1937,""
13556333,,,,,,,,,"","",,,,84826,"","",,101020,"0.758114","467, 198, 204, 257",1937,""
13556334,,,,,,,,,"","",,,,84826,"","",,101030,"0.717277","454, 190, 210, 267",1937,""
13556335,,,,,,,,,"","",,,,84826,"","",,101040,"0.722447","455, 195, 201, 258",1937,""
13556336,,,,,,,,,"","",,,,84826,"","",,101200,"0.782298","533, 238, 69, 95",4569,""
13556337,,,,,,,,,"","",,,,84826,"","",,101210,"0.799214","515, 244, 81, 109",4569,""
13556338,,,,,,,,,"","",,,,84826,"","",,101220,"0.844844","537, 216, 92, 121",4569,""
13556459,,,,,,,,,"","",,,,84826,"","",,103310,"0.665004","917, 296, 84, 115",145515,""
13556460,,,,,,,,,"","",,,,84826,"","",,103320,"0.674862","915, 272, 96, 155",145515,""
13556461,,,,,,,,,"","",,,,84826,"","",,103320,"0.510772","168, 268, 69, 88",140714,""
13556462,,,,,,,,,"","",,,,84826,"","",,103330,"0.523619","169, 267, 72, 94",140714,""
13556463,,,,,,,,,"","",,,,84826,"","",,103490,"0.526109","477, 216, 137, 200",135576,""
13556464,,,,,,,,,"","",,,,84826,"","",,103700,"0.762096","559, 178, 140, 186",145515,""
13556465,,,,,,,,,"","",,,,84826,"","",,103710,"0.665387","583, 180, 145, 188",145515,""
13556466,,,,,,,,,"","",,,,84826,"","",,103720,"0.597531","643, 197, 125, 177",145515,""
13556467,,,,,,,,,"","",,,,84826,"","",,103770,"0.686424","632, 202, 135, 183",145515,""
13556468,,,,,,,,,"","",,,,84826,"","",,103780,"0.615932","620, 196, 137, 182",145515,""
13556469,,,,,,,,,"","",,,,84826,"","",,103790,"0.852024","794, 197, 147, 198",135576,""
13556470,,,,,,,,,"","",,,,84826,"","",,103800,"0.909487","846, 188, 163, 216",135576,""
13556471,,,,,,,,,"","",,,,84826,"","",,103810,"0.913694","788, 175, 160, 210",135576,""
13556472,,,,,,,,,"","",,,,84826,"","",,103820,"0.908464","688, 172, 165, 216",135576,""
13556473,,,,,,,,,"","",,,,84826,"","",,103830,"0.911930","633, 207, 180, 247",4569,""
13556474,,,,,,,,,"","",,,,84826,"","",,103840,"0.932113","633, 208, 179, 247",4569,""
13556475,,,,,,,,,"","",,,,84826,"","",,103850,"0.939305","633, 203, 181, 250",4569,""
13556476,,,,,,,,,"","",,,,84826,"","",,103860,"0.929494","633, 196, 187, 261",4569,""
13556477,,,,,,,,,"","",,,,84826,"","",,103900,"0.896746","579, 164, 166, 228",135576,""
13556478,,,,,,,,,"","",,,,84826,"","",,103910,"0.895172","584, 165, 157, 216",135576,""
13556479,,,,,,,,,"","",,,,84826,"","",,103920,"0.902000","585, 168, 161, 217",135576,""
13556480,,,,,,,,,"","",,,,84826,"","",,103930,"0.889623","570, 151, 179, 239",135576,""
13556481,,,,,,,,,"","",,,,84826,"","",,103940,"0.890697","575, 149, 189, 252",135576,""
13556482,,,,,,,,,"","",,,,84826,"","",,103950,"0.844324","585, 167, 200, 287",1937,""
13556483,,,,,,,,,"","",,,,84826,"","",,103960,"0.930266","552, 153, 231, 318",1937,""
13556484,,,,,,,,,"","",,,,84826,"","",,103970,"0.942496","528, 117, 260, 358",1937,""
13556485,,,,,,,,,"","",,,,84826,"","",,103980,"0.843269","531, 165, 250, 324",135576,""
13556486,,,,,,,,,"","",,,,84826,"","",,103990,"0.725785","464, 171, 279, 357",135576,""
13556487,,,,,,,,,"","",,,,84826,"","",,104000,"0.700109","473, 184, 253, 330",135576,""
13556488,,,,,,,,,"","",,,,84826,"","",,104010,"0.646348","574, 215, 207, 247",141481,""
13556489,,,,,,,,,"","",,,,84826,"","",,104010,"0.508189","198, 257, 135, 164",135576,""
13556490,,,,,,,,,"","",,,,84826,"","",,104090,"0.531900","407, 185, 139, 178",2271,""
13556491,,,,,,,,,"","",,,,84826,"","",,104100,"0.557588","387, 166, 133, 180",2271,""
13556492,,,,,,,,,"","",,,,84826,"","",,104170,"0.732444","340, 255, 125, 167",2735,""
13556493,,,,,,,,,"","",,,,84826,"","",,104180,"0.813168","422, 252, 129, 165",2735,""
13556494,,,,,,,,,"","",,,,84826,"","",,104190,"0.733952","458, 205, 129, 171",2735,""
13556495,,,,,,,,,"","",,,,84826,"","",,104200,"0.719102","370, 200, 132, 176",2735,""
13556496,,,,,,,,,"","",,,,84826,"","",,104210,"0.674912","394, 231, 135, 186",2735,""
13556497,,,,,,,,,"","",,,,84826,"","",,104480,"0.738354","639, 65, 277, 421",145515,""
13556498,,,,,,,,,"","",,,,84826,"","",,104490,"0.606999","630, 49, 332, 442",145515,""
13556499,,,,,,,,,"","",,,,84826,"","",,104540,"0.726674","382, 265, 148, 193",2735,""
13556500,,,,,,,,,"","",,,,84826,"","",,104550,"0.739953","386, 284, 146, 184",2735,""
13556501,,,,,,,,,"","",,,,84826,"","",,104630,"0.735382","729, 190, 184, 252",145515,""
13556502,,,,,,,,,"","",,,,84826,"","",,104640,"0.722475","723, 198, 192, 258",145515,""
13556503,,,,,,,,,"","",,,,84826,"","",,104650,"0.663289","736, 175, 180, 268",145515,""
13556504,,,,,,,,,"","",,,,84826,"","",,104660,"0.649615","729, 178, 183, 258",145515,""
13556505,,,,,,,,,"","",,,,84826,"","",,104670,"0.682146","719, 177, 194, 267",145515,""
13556506,,,,,,,,,"","",,,,84826,"","",,104730,"0.776006","515, 306, 50, 61",145515,""
13556507,,,,,,,,,"","",,,,84826,"","",,104740,"0.781242","511, 307, 51, 65",145515,""
13556508,,,,,,,,,"","",,,,84826,"","",,104740,"0.553164","631, 349, 21, 28",140714,""
13556509,,,,,,,,,"","",,,,84826,"","",,104750,"0.748083","504, 315, 50, 62",145515,""
13556510,,,,,,,,,"","",,,,84826,"","",,104760,"0.752785","498, 320, 48, 61",145515,""
13556511,,,,,,,,,"","",,,,84826,"","",,104770,"0.786828","716, 177, 211, 289",145515,""
13556512,,,,,,,,,"","",,,,84826,"","",,104790,"0.617629","797, 317, 175, 233",145515,""
13556513,,,,,,,,,"","",,,,84826,"","",,105090,"0.869391","402, 108, 141, 195",2735,""
13556514,,,,,,,,,"","",,,,84826,"","",,105100,"0.843078","427, 112, 148, 197",2735,""
13556515,,,,,,,,,"","",,,,84826,"","",,105160,"0.883151","437, 198, 142, 193",2735,""
13556516,,,,,,,,,"","",,,,84826,"","",,105170,"0.894520","430, 188, 140, 193",2735,""
13556517,,,,,,,,,"","",,,,84826,"","",,105180,"0.884516","532, 214, 137, 189",2735,""
13556518,,,,,,,,,"","",,,,84826,"","",,105190,"0.906839","535, 191, 154, 206",145515,""
13556519,,,,,,,,,"","",,,,84826,"","",,105200,"0.923508","526, 194, 163, 209",145515,""
13556520,,,,,,,,,"","",,,,84826,"","",,105210,"0.904334","525, 199, 176, 226",145515,""
13556521,,,,,,,,,"","",,,,84826,"","",,105220,"0.903175","527, 107, 175, 225",145515,""
13556522,,,,,,,,,"","",,,,84826,"","",,105260,"0.671398","598, 260, 32, 42",1937,""
13556523,,,,,,,,,"","",,,,84826,"","",,105260,"0.511815","711, 298, 31, 40",140714,""
13556524,,,,,,,,,"","",,,,84826,"","",,105280,"0.573439","718, 311, 31, 42",140714,""
13556525,,,,,,,,,"","",,,,84826,"","",,105280,"0.816808","605, 271, 32, 44",1937,""
13556526,,,,,,,,,"","",,,,84826,"","",,105380,"0.808138","384, 203, 182, 252",2735,""
13556527,,,,,,,,,"","",,,,84826,"","",,105390,"0.824058","431, 220, 178, 244",2735,""
13556528,,,,,,,,,"","",,,,84826,"","",,105400,"0.841167","419, 207, 180, 250",2735,""
13556529,,,,,,,,,"","",,,,84826,"","",,105410,"0.830497","377, 212, 176, 248",2735,""
13556530,,,,,,,,,"","",,,,84826,"","",,105420,"0.839159","389, 201, 177, 245",2735,""
13556531,,,,,,,,,"","",,,,84826,"","",,105430,"0.915518","494, 179, 218, 286",145515,""
13556532,,,,,,,,,"","",,,,84826,"","",,105440,"0.875874","484, 188, 212, 276",145515,""
13556533,,,,,,,,,"","",,,,84826,"","",,105450,"0.925035","422, 154, 219, 283",145515,""
13556534,,,,,,,,,"","",,,,84826,"","",,105460,"0.898331","410, 266, 230, 296",145515,""
13556535,,,,,,,,,"","",,,,84826,"","",,105470,"0.885669","445, 139, 252, 321",145515,""
13556536,,,,,,,,,"","",,,,84826,"","",,105480,"0.798043","573, 17, 277, 327",145515,""
13556537,,,,,,,,,"","",,,,84826,"","",,105790,"0.931462","570, 129, 247, 343",1937,""
13556538,,,,,,,,,"","",,,,84826,"","",,105800,"0.939515","549, 105, 256, 353",1937,""
13556539,,,,,,,,,"","",,,,84826,"","",,105810,"0.946672","541, 91, 258, 360",1937,""
13556540,,,,,,,,,"","",,,,84826,"","",,105820,"0.950094","538, 84, 279, 376",1937,""
13556541,,,,,,,,,"","",,,,84826,"","",,105850,"0.726427","784, 198, 66, 87",1937,""
13556542,,,,,,,,,"","",,,,84826,"","",,105860,"0.801307","814, 170, 88, 128",1937,""
13556543,,,,,,,,,"","",,,,84826,"","",,105900,"0.758549","779, 173, 94, 135",1937,""
13556544,,,,,,,,,"","",,,,84826,"","",,105910,"0.746498","709, 170, 108, 145",1937,""
13556545,,,,,,,,,"","",,,,84826,"","",,105920,"0.845320","735, 173, 124, 176",1937,""
13556546,,,,,,,,,"","",,,,84826,"","",,105930,"0.883518","796, 182, 144, 202",1937,""
13556547,,,,,,,,,"","",,,,84826,"","",,105940,"0.882839","733, 186, 161, 210",1937,""
13556548,,,,,,,,,"","",,,,84826,"","",,105950,"0.885231","482, 231, 163, 219",4569,""
13556549,,,,,,,,,"","",,,,84826,"","",,105960,"0.883021","616, 227, 166, 250",4569,""
13556550,,,,,,,,,"","",,,,84826,"","",,105970,"0.882784","634, 232, 166, 238",4569,""
13556551,,,,,,,,,"","",,,,84826,"","",,105980,"0.904977","535, 229, 169, 242",4569,""
13556552,,,,,,,,,"","",,,,84826,"","",,105990,"0.905046","426, 216, 210, 287",4569,""
13556553,,,,,,,,,"","",,,,84826,"","",,106000,"0.861469","502, 243, 159, 236",4569,""
13556554,,,,,,,,,"","",,,,84826,"","",,106010,"0.919456","507, 219, 200, 276",4569,""
13556555,,,,,,,,,"","",,,,84826,"","",,106020,"0.915689","513, 224, 196, 275",4569,""
13556556,,,,,,,,,"","",,,,84826,"","",,106030,"0.512076","209, 91, 97, 132",135576,""
13556557,,,,,,,,,"","",,,,84826,"","",,106030,"0.909999","528, 245, 177, 265",4569,""
13556558,,,,,,,,,"","",,,,84826,"","",,106040,"0.915582","663, 193, 172, 224",1937,""
13556937,,,,,,,,,"","",,,,84826,"","",,114000,"0.563641","577, 207, 44, 62",145515,""
13556938,,,,,,,,,"","",,,,84826,"","",,114400,"0.561222","1244, 120, 34, 42",160006,""
13556939,,,,,,,,,"","",,,,84826,"","",,114410,"0.634056","1202, 131, 34, 43",160006,""
13556940,,,,,,,,,"","",,,,84826,"","",,114420,"0.654546","1164, 148, 34, 42",160006,""
13556941,,,,,,,,,"","",,,,84826,"","",,114430,"0.646867","1130, 162, 34, 44",160006,""
13556942,,,,,,,,,"","",,,,84826,"","",,114440,"0.636414","1100, 183, 35, 46",160006,""
13556943,,,,,,,,,"","",,,,84826,"","",,114450,"0.622238","1077, 212, 35, 43",160006,""
13556944,,,,,,,,,"","",,,,84826,"","",,114460,"0.640720","1045, 221, 36, 44",160006,""
13556945,,,,,,,,,"","",,,,84826,"","",,114470,"0.615930","1005, 223, 37, 45",160006,""
13556946,,,,,,,,,"","",,,,84826,"","",,114480,"0.582835","979, 229, 36, 46",160006,""
13556947,,,,,,,,,"","",,,,84826,"","",,114560,"0.885312","557, 52, 193, 236",160006,""
13556948,,,,,,,,,"","",,,,84826,"","",,114570,"0.866254","560, 132, 177, 222",160006,""
13556949,,,,,,,,,"","",,,,84826,"","",,114580,"0.902280","560, 176, 170, 216",160006,""
13556950,,,,,,,,,"","",,,,84826,"","",,114710,"0.934595","542, 252, 182, 230",160006,""
13556951,,,,,,,,,"","",,,,84826,"","",,114720,"0.941972","547, 232, 183, 239",160006,""
13556952,,,,,,,,,"","",,,,84826,"","",,114730,"0.941841","540, 205, 185, 237",160006,""
13556953,,,,,,,,,"","",,,,84826,"","",,114740,"0.935723","541, 213, 182, 234",160006,""
13556954,,,,,,,,,"","",,,,84826,"","",,114750,"0.943939","539, 244, 189, 245",160006,""
13556955,,,,,,,,,"","",,,,84826,"","",,114760,"0.946440","540, 253, 190, 240",160006,""
13556956,,,,,,,,,"","",,,,84826,"","",,114770,"0.926517","538, 244, 187, 240",160006,""
13556957,,,,,,,,,"","",,,,84826,"","",,114780,"0.953771","526, 228, 193, 244",160006,""
13556958,,,,,,,,,"","",,,,84826,"","",,114840,"0.919534","598, 224, 212, 269",160006,""
13556959,,,,,,,,,"","",,,,84826,"","",,114850,"0.926697","597, 224, 213, 269",160006,""
13556960,,,,,,,,,"","",,,,84826,"","",,114860,"0.905719","601, 240, 209, 261",160006,""
13556961,,,,,,,,,"","",,,,84826,"","",,114870,"0.918111","597, 235, 210, 277",160006,""
13556962,,,,,,,,,"","",,,,84826,"","",,114880,"0.906130","593, 245, 215, 272",160006,""
13556963,,,,,,,,,"","",,,,84826,"","",,114890,"0.881716","588, 241, 212, 267",160006,""
13556964,,,,,,,,,"","",,,,84826,"","",,114900,"0.827303","636, 215, 182, 246",4569,""
13556965,,,,,,,,,"","",,,,84826,"","",,114920,"0.830232","621, 200, 189, 249",4569,""
13556966,,,,,,,,,"","",,,,84826,"","",,114940,"0.810840","625, 197, 188, 253",4569,""
13556967,,,,,,,,,"","",,,,84826,"","",,114950,"0.878921","601, 257, 211, 255",160006,""
13556968,,,,,,,,,"","",,,,84826,"","",,114960,"0.857838","600, 256, 209, 255",160006,""
13556969,,,,,,,,,"","",,,,84826,"","",,114970,"0.907776","598, 227, 214, 284",160006,""
13556970,,,,,,,,,"","",,,,84826,"","",,114980,"0.933308","602, 217, 200, 265",160006,""
13556971,,,,,,,,,"","",,,,84826,"","",,114990,"0.928696","602, 204, 200, 274",160006,""
13556972,,,,,,,,,"","",,,,84826,"","",,115000,"0.921264","604, 202, 197, 264",160006,""
13556973,,,,,,,,,"","",,,,84826,"","",,115060,"0.871666","540, 263, 157, 200",160006,""
13556974,,,,,,,,,"","",,,,84826,"","",,115070,"0.878890","556, 260, 144, 184",160006,""
13556975,,,,,,,,,"","",,,,84826,"","",,115080,"0.855926","568, 296, 128, 166",160006,""
13556976,,,,,,,,,"","",,,,84826,"","",,115090,"0.879750","583, 315, 110, 137",160006,""
13556977,,,,,,,,,"","",,,,84826,"","",,115100,"0.805461","581, 307, 93, 115",160006,""
13556978,,,,,,,,,"","",,,,84826,"","",,115110,"0.752207","576, 304, 84, 103",160006,""
13556979,,,,,,,,,"","",,,,84826,"","",,115120,"0.798452","575, 301, 76, 96",160006,""
13556980,,,,,,,,,"","",,,,84826,"","",,115130,"0.719033","574, 300, 71, 94",160006,""
13556981,,,,,,,,,"","",,,,84826,"","",,115150,"0.690692","576, 313, 59, 75",160006,""
13556982,,,,,,,,,"","",,,,84826,"","",,115160,"0.537326","577, 313, 54, 67",160006,""
13556983,,,,,,,,,"","",,,,84826,"","",,115170,"0.938346","627, 175, 214, 280",4569,""
13556984,,,,,,,,,"","",,,,84826,"","",,115180,"0.943709","628, 174, 212, 279",4569,""
13556985,,,,,,,,,"","",,,,84826,"","",,115190,"0.910942","642, 181, 197, 258",4569,""
13556986,,,,,,,,,"","",,,,84826,"","",,115200,"0.906684","638, 184, 200, 265",4569,""
13556987,,,,,,,,,"","",,,,84826,"","",,115210,"0.878667","643, 185, 187, 240",4569,""
13556988,,,,,,,,,"","",,,,84826,"","",,115220,"0.928668","642, 190, 188, 242",4569,""
13556989,,,,,,,,,"","",,,,84826,"","",,115230,"0.938420","642, 193, 185, 238",4569,""
13556990,,,,,,,,,"","",,,,84826,"","",,115240,"0.943941","643, 193, 185, 238",4569,""
13556991,,,,,,,,,"","",,,,84826,"","",,115290,"0.618576","575, 245, 47, 62",135576,""
13556992,,,,,,,,,"","",,,,84826,"","",,115300,"0.652660","572, 234, 47, 62",135576,""
13556993,,,,,,,,,"","",,,,84826,"","",,115310,"0.629825","519, 226, 50, 67",135576,""
13556994,,,,,,,,,"","",,,,84826,"","",,115320,"0.664043","489, 200, 51, 70",135576,""
13556995,,,,,,,,,"","",,,,84826,"","",,115330,"0.648967","503, 189, 54, 73",135576,""
13556996,,,,,,,,,"","",,,,84826,"","",,115530,"0.567902","528, 148, 124, 162",135576,""
13556997,,,,,,,,,"","",,,,84826,"","",,115770,"0.729482","852, 224, 115, 142",145515,""
13556998,,,,,,,,,"","",,,,84826,"","",,115780,"0.717191","851, 227, 114, 142",145515,""
13556999,,,,,,,,,"","",,,,84826,"","",,115790,"0.740281","838, 220, 118, 146",145515,""
13557000,,,,,,,,,"","",,,,84826,"","",,115800,"0.725800","821, 216, 112, 144",145515,""
13557001,,,,,,,,,"","",,,,84826,"","",,115810,"0.750463","312, 183, 208, 279",1937,""
13557002,,,,,,,,,"","",,,,84826,"","",,115820,"0.798512","326, 199, 188, 250",1937,""
13557003,,,,,,,,,"","",,,,84826,"","",,115830,"0.788372","322, 187, 209, 273",1937,""
13557004,,,,,,,,,"","",,,,84826,"","",,115840,"0.830968","313, 185, 206, 275",1937,""
13557005,,,,,,,,,"","",,,,84826,"","",,115850,"0.828006","312, 179, 209, 283",1937,""
13557006,,,,,,,,,"","",,,,84826,"","",,115860,"0.800102","310, 179, 209, 282",1937,""
13557007,,,,,,,,,"","",,,,84826,"","",,115880,"0.556929","754, 195, 100, 138",140714,""
13557008,,,,,,,,,"","",,,,84826,"","",,115900,"0.525594","774, 189, 110, 151",140714,""
13557009,,,,,,,,,"","",,,,84826,"","",,115910,"0.526894","781, 190, 108, 149",140714,""
13557015,,,,,,,,,"","",,,,84826,"","",,115970,"0.802828","359, 192, 204, 272",1937,""
13557016,,,,,,,,,"","",,,,84826,"","",,115980,"0.806177","293, 181, 214, 284",1937,""
13557017,,,,,,,,,"","",,,,84826,"","",,115990,"0.821667","294, 168, 222, 301",1937,""
13557018,,,,,,,,,"","",,,,84826,"","",,116000,"0.801318","296, 163, 222, 297",1937,""
13557019,,,,,,,,,"","",,,,84826,"","",,116010,"0.811117","308, 172, 223, 299",1937,""
13557020,,,,,,,,,"","",,,,84826,"","",,116020,"0.797651","308, 171, 229, 299",1937,""
13557021,,,,,,,,,"","",,,,84826,"","",,116030,"0.853334","706, 156, 217, 291",135576,""
13557022,,,,,,,,,"","",,,,84826,"","",,116040,"0.863034","424, 148, 243, 340",135576,""
13557023,,,,,,,,,"","",,,,84826,"","",,116050,"0.866333","307, 144, 249, 354",135576,""
13557024,,,,,,,,,"","",,,,84826,"","",,116060,"0.846244","448, 125, 239, 331",135576,""
13557025,,,,,,,,,"","",,,,84826,"","",,116620,"0.727500","648, 186, 99, 127",135576,""
13557026,,,,,,,,,"","",,,,84826,"","",,116630,"0.741258","503, 187, 89, 119",135576,""
13557027,,,,,,,,,"","",,,,84826,"","",,116640,"0.808575","463, 188, 104, 139",135576,""
13557028,,,,,,,,,"","",,,,84826,"","",,116650,"0.826939","477, 172, 117, 158",135576,""
13557029,,,,,,,,,"","",,,,84826,"","",,116660,"0.841626","463, 179, 113, 155",135576,""
13557030,,,,,,,,,"","",,,,84826,"","",,116670,"0.942133","565, 183, 237, 322",1937,""
13557031,,,,,,,,,"","",,,,84826,"","",,116680,"0.938265","569, 172, 241, 331",1937,""
13557032,,,,,,,,,"","",,,,84826,"","",,116690,"0.960331","573, 187, 228, 306",1937,""
13557033,,,,,,,,,"","",,,,84826,"","",,116700,"0.955963","544, 175, 235, 319",1937,""
13557034,,,,,,,,,"","",,,,84826,"","",,116710,"0.965484","541, 191, 229, 303",1937,""
13557035,,,,,,,,,"","",,,,84826,"","",,116720,"0.959194","552, 176, 233, 315",1937,""
13557036,,,,,,,,,"","",,,,84826,"","",,116730,"0.913308","541, 213, 233, 311",1937,""
13557037,,,,,,,,,"","",,,,84826,"","",,116740,"0.944283","556, 196, 235, 316",1937,""
13557038,,,,,,,,,"","",,,,84826,"","",,116750,"0.852322","390, 193, 126, 176",135576,""
13557039,,,,,,,,,"","",,,,84826,"","",,116760,"0.897602","400, 206, 119, 166",135576,""
13557040,,,,,,,,,"","",,,,84826,"","",,116770,"0.894213","405, 207, 121, 172",135576,""
13557041,,,,,,,,,"","",,,,84826,"","",,116830,"0.904195","415, 212, 125, 172",135576,""
13557042,,,,,,,,,"","",,,,84826,"","",,116840,"0.906414","418, 213, 127, 170",135576,""
13557043,,,,,,,,,"","",,,,84826,"","",,116850,"0.876147","423, 217, 124, 170",135576,""
13557044,,,,,,,,,"","",,,,84826,"","",,116860,"0.724402","435, 201, 123, 179",135576,""
13557045,,,,,,,,,"","",,,,84826,"","",,116870,"0.603543","474, 221, 109, 153",135576,""
13557046,,,,,,,,,"","",,,,84826,"","",,117000,"0.960299","555, 181, 197, 267",1937,""
13557047,,,,,,,,,"","",,,,84826,"","",,117010,"0.971005","538, 169, 208, 285",1937,""
13557048,,,,,,,,,"","",,,,84826,"","",,117020,"0.971887","547, 172, 201, 275",1937,""
13557049,,,,,,,,,"","",,,,84826,"","",,117030,"0.975121","555, 178, 202, 272",1937,""
13557050,,,,,,,,,"","",,,,84826,"","",,117040,"0.968568","548, 175, 204, 281",1937,""
13557051,,,,,,,,,"","",,,,84826,"","",,117050,"0.974307","541, 175, 208, 288",1937,""
13557052,,,,,,,,,"","",,,,84826,"","",,117060,"0.965034","541, 185, 206, 283",1937,""
13557053,,,,,,,,,"","",,,,84826,"","",,117070,"0.878259","381, 213, 163, 205",135576,""
13557054,,,,,,,,,"","",,,,84826,"","",,117080,"0.877415","352, 226, 155, 203",135576,""
13557055,,,,,,,,,"","",,,,84826,"","",,117090,"0.907107","309, 207, 170, 208",135576,""
13557056,,,,,,,,,"","",,,,84826,"","",,117100,"0.844804","362, 214, 158, 207",135576,""
13557057,,,,,,,,,"","",,,,84826,"","",,117110,"0.859905","327, 210, 169, 211",135576,""
