"MUSICID","VIDEOID","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","SEQUENCE","ALBUM_PACKAGELANGUAGE","ALBUM_TITLEOFFICIAL","ALBUM_YEAR","ALBUM_GENRELEVEL1","ALBUM_GENRELEVEL2","ALBUM_GENRELEVEL3","ALBUM_ALBUMLABEL","ALBUM_TOTALINSET","ALBUM_DISCINSET","ALBUM_TRACKCOUNT","ALBUM_COVERARTURL","ALBUM_TRACK_TRACKGNID","ALBUM_TRACK_TRACKNUMBER","ALBUM_TRACK_TITLEOFFICIAL","CREATETIME","CREATEUSER","CREATEREQIP","MODIFYTIME","MODIFYUSER","DELETETIME","DELETEUSER","DELETEREQIP","DELFLAG","CHECKSTATUS","CHECKOUTSERVERID","ALBUM_CREDIT_NAMEOFFICIAL","ALBUM_CREDIT_ORIGINLEVEL1","ALBUM_CREDIT_ORIGINLEVEL2","ALBUM_CREDIT_ORIGINLEVEL3","ALBUM_CREDIT_ORIGINLEVEL4","ALBUM_CREDIT_ERALEVEL1","ALBUM_CREDIT_ERALEVEL2","ALBUM_CREDIT_ERALEVEL3","ALBUM_CREDIT_ARTISTTYPELEVEL1","ALBUM_CREDIT_ARTISTTYPELEVEL2","ISDUPLICATION","CHUBFILENAME","CHUBFILEPATH","SCENECHUBFILEPATH","SCENECHUBFILENAME","USELIMIT"
426254,84826,"01:14:40;00","01:14:46;23",107386,107553,640,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426255,84826,"01:14:47;00","01:14:53;23",107554,107721,641,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426256,84826,"01:14:54;00","01:15:00;23",107722,107887,642,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426257,84826,"01:15:01;00","01:15:07;23",107888,108055,643,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426258,84826,"01:15:08;00","01:15:14;23",108056,108223,644,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651803-531791431B8534D23070314E75F95164",13,"This Bird Is Baked",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426260,84826,"01:15:22;00","01:15:28;23",108392,108559,646,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426261,84826,"01:15:29;00","01:15:35;23",108560,108727,647,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426262,84826,"01:15:36;00","01:15:42;23",108728,108895,648,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426263,84826,"01:15:43;00","01:15:49;23",108896,109063,649,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426264,84826,"01:15:50;00","01:15:56;23",109064,109231,650,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426265,84826,"01:15:57;00","01:16:03;23",109232,109397,651,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426266,84826,"01:16:04;00","01:16:10;23",109398,109565,652,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651803-531791431B8534D23070314E75F95164",13,"This Bird Is Baked",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426267,84826,"01:16:11;00","01:16:17;23",109566,109733,653,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426268,84826,"01:16:18;00","01:16:24;23",109734,109901,654,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426269,84826,"01:16:25;00","01:16:31;23",109902,110069,655,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426270,84826,"01:16:32;00","01:16:38;23",110070,110237,656,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426271,84826,"01:16:39;00","01:16:45;23",110238,110405,657,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426272,84826,"01:16:46;00","01:16:52;23",110406,110573,658,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426273,84826,"01:16:53;00","01:16:59;21",110574,110739,659,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426647,84826,"02:00:31;00","02:00:37;23",173328,173495,1033,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426648,84826,"02:00:38;00","02:00:44;23",173496,173663,1034,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426649,84826,"02:00:45;00","02:00:51;23",173664,173831,1035,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426650,84826,"02:00:52;00","02:00:58;23",173832,173999,1036,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426651,84826,"02:00:59;00","02:01:05;23",174000,174165,1037,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426652,84826,"02:01:06;00","02:01:12;23",174166,174333,1038,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426653,84826,"02:01:13;00","02:01:19;23",174334,174501,1039,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426654,84826,"02:01:20;00","02:01:26;23",174502,174669,1040,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426274,84826,"01:16:59;22","01:17:06;23",110740,110907,660,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426275,84826,"01:17:07;00","01:17:13;23",110908,111075,661,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426276,84826,"01:17:14;00","01:17:20;23",111076,111243,662,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426277,84826,"01:17:21;00","01:17:27;23",111244,111411,663,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426278,84826,"01:17:28;00","01:17:34;23",111412,111579,664,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426279,84826,"01:17:35;00","01:17:41;23",111580,111747,665,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426280,84826,"01:17:42;00","01:17:48;23",111748,111915,666,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426281,84826,"01:17:49;00","01:17:55;23",111916,112083,667,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426282,84826,"01:17:56;00","01:18:02;23",112084,112249,668,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426283,84826,"01:18:03;00","01:18:09;23",112250,112417,669,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426285,84826,"01:18:17;00","01:18:23;23",112586,112753,671,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426286,84826,"01:18:24;00","01:18:30;23",112754,112921,672,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426287,84826,"01:18:31;00","01:18:37;23",112922,113089,673,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426288,84826,"01:18:38;00","01:18:44;23",113090,113257,674,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426289,84826,"01:18:45;00","01:18:51;23",113258,113425,675,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426290,84826,"01:18:52;00","01:18:58;23",113426,113593,676,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426291,84826,"01:18:59;00","01:19:05;23",113594,113759,677,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426292,84826,"01:19:06;00","01:19:12;23",113760,113927,678,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426293,84826,"01:19:13;00","01:19:19;23",113928,114095,679,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426294,84826,"01:19:20;00","01:19:26;23",114096,114263,680,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651804-05C2E28E4E3E2FE61AE94617DB0E5F8D",14,"Hey Craziness",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426295,84826,"01:19:27;00","01:19:33;23",114264,114431,681,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426296,84826,"01:19:34;00","01:19:40;23",114432,114599,682,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426297,84826,"01:19:41;00","01:19:47;23",114600,114767,683,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426298,84826,"01:19:48;00","01:19:54;23",114768,114935,684,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426299,84826,"01:19:55;00","01:20:01;23",114936,115103,685,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426300,84826,"01:20:02;00","01:20:08;23",115104,115271,686,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426301,84826,"01:20:09;00","01:20:15;23",115272,115439,687,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426302,84826,"01:20:16;00","01:20:22;23",115440,115607,688,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426303,84826,"01:20:23;00","01:20:29;23",115608,115775,689,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426304,84826,"01:20:30;00","01:20:36;23",115776,115943,690,"","",0,"","","","",0,0,0,"","",0,"",20190621154549,1,"",20190621154549,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426655,84826,"02:01:27;00","02:01:33;23",174670,174837,1041,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426656,84826,"02:01:34;00","02:01:40;23",174838,175005,1042,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426657,84826,"02:01:41;00","02:01:47;23",175006,175173,1043,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426658,84826,"02:01:48;00","02:01:54;23",175174,175341,1044,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426659,84826,"02:01:55;00","02:02:01;23",175342,175507,1045,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426660,84826,"02:02:02;00","02:02:08;23",175508,175675,1046,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426661,84826,"02:02:09;00","02:02:15;23",175676,175843,1047,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426662,84826,"02:02:16;00","02:02:22;23",175844,176011,1048,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426663,84826,"02:02:23;00","02:02:29;23",176012,176179,1049,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426664,84826,"02:02:30;00","02:02:36;23",176180,176347,1050,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426665,84826,"02:02:37;00","02:02:43;23",176348,176515,1051,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426666,84826,"02:02:44;00","02:02:50;23",176516,176683,1052,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651812-61B168CAD99397BBA3D91AA49A39B67C",22,"The Worst Of The Worst",20190621154554,1,"",20190621154554,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
