"MERGEFACEID","VIDEOID","ACTORID","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","DELFLAG","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","CHUBFILENAME","CHUBFILEPATH","KEYFRAMEINDEX"
150148,84826,4569,"01:09:26;12","01:10:31;22",99870,101440,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",100090
150149,84826,4569,"01:11:12;10","01:12:15;20",102410,103930,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",103020
150150,84826,4569,"01:13:39;06","01:14:47;06",105930,107560,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",106680
150151,84826,4569,"01:16:01;04","01:17:00;20",109330,110760,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",109360
150152,84826,4569,"01:19:52;16","01:20:10;14",114880,115310,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",115240
150153,84826,4569,"01:21:54;10","01:21:59;20",117800,117930,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",117820
150154,84826,4569,"01:48:27;18","01:49:16;04",155990,157150,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",156140
150155,84826,4569,"01:55:04;22","01:56:01;16",165510,166870,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",165550
150156,84826,2271,"01:54:59;00","01:55:59;12",165370,166820,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",165410
150157,84826,89777,"00:12:01;08","00:12:20;22",17290,17760,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",17300
150086,84826,140714,"01:46:38;20","01:47:14;18",153380,154240,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",153400
